id,artists_id,uploaded_by
4181,1934,"929819142165,426362434662,426362434662"
4185,164,"438071472030,123317730197,245143586034,396287033930"
4188,455,985288390348
4190,262,"536320523506,245032061699"
4194,1937,756372794491
4198,95,213478247449
4202,714,669489524419
4204,75,755780681559
4232,61,409371505827
4252,1952,812649641749
4256,4,"958249908971,706302919753"
4259,75,755780681559
4271,1272,756372794491
4276,642,"929819142165,396287033930"
4279,49,"971657212338,971657212338"
4281,1519,516726561240
4286,1957,448594932067
4288,1958,"438071472030,172689322089"
4289,1959,"438071472030,632616090422,172095131804"
4291,1960,756372794491
4296,1961,756372794491
4303,31,"323273455984,971657212338,334291829935"
4304,1964,144838920781
4307,"1967,747","173975302140,136486185997"
4315,168,448540462163
4332,295,929819142165
4334,1972,"478701691965,812649641749"
4337,66,929819142165
4348,80,858030157299
4349,80,858030157299
4351,80,858030157299
4353,80,858030157299
4354,80,175682234295
4358,1977,323273455984
4363,710,536320523506
4367,1605,"929819142165,756372794491"
4369,1979,117886705769
4380,401,"126580655982,645785362450,393625365002"
4384,507,"929819142165,924489435838"
4388,1983,"175682234295,812649641749,812649641749"
4398,1987,567839591024
4401,507,263021605118
4415,52,824142047736
4413,380,"706302919753,315631053874,924489435838"
4438,2005,929819142165
4444,935,318509972361
4445,935,"756372794491,812649641749,812649641749"
4457,2009,812649641749
4461,29,448540462163
4462,2012,126580655982
4465,160,"929819142165,666167540785"
4467,2015,"218093200747,892534879101,566789475601"
4471,1210,"438071472030,123317730197"
4482,57,315631053874
4486,57,"213478247449,964657504129"
4490,739,"958249908971,706986751636,589867706993"
7408,247,"438071472030,142118830886"
4492,247,"916532885936,916532885936,629902110827"
4505,"571,68,507","929819142165,438071472030,497893661469"
4506,2031,438071472030
4507,965,"756372794491,951313012753,123317730197"
4511,1067,812649641749
4513,"571,68","929819142165,123317730197"
4516,2032,448540462163
4521,17,270247321047
4522,17,"756372794491,210396356827"
4523,17,"929819142165,368390667456"
4524,17,756372794491
7417,2879,934291818657
4526,17,270247321047
4528,17,"756372794491,288354675743,393625365002"
4529,17,"123317730197,616554609597"
4536,"17,118,230",756372794491
4544,"68,571,1188","270247321047,123317730197"
4545,17,756372794491
4552,745,"123317730197,438071472030"
4553,"745,67,1109,1110",929819142165
7422,295,"438071472030,321316551291"
7423,295,"563388874988,406194970961"
7428,295,438071472030
7947,636,634676158068
4567,2040,365660435784
4575,2042,172095131804
4586,"68,634,17","756372794491,438071472030"
4587,2045,929819142165
4602,264,165501917790
4605,264,218093200747
4617,507,971657212338
4627,2057,426362434662
4631,2058,426362434662
4633,517,"426362434662,924489435838,368390667456,426362434662,426362434662,426362434662"
4634,517,"706302919753,616554609597,616554609597"
4635,517,426362434662
4637,517,426362434662
4641,225,971657212338
4644,517,"801392618851,245143586034"
4651,281,755780681559
4659,958,858030157299
4669,"1527,2071,2072",929819142165
4671,403,"123317730197,438071472030,165501917790,951313012753,172095131804,399854590127"
4675,28,756372794491
4678,"1234,1479",852351726930
4687,2075,717899694521
4693,2080,929819142165
4695,17,929819142165
4703,67,756372794491
4708,165,"756372794491,812649641749"
4711,670,"318509972361,549265328193"
4717,1303,929819142165
4730,2099,172095131804
4739,1272,929819142165
4745,1188,"783298102704,616554609597"
4746,2103,426362434662
4748,1415,438071472030
4753,183,929819142165
4758,651,"261672904480,961890638160"
4766,164,"994985901817,706986751636,245143586034,694523396358"
4791,95,"239675946514,653911562158"
4792,95,958249908971
4813,2016,558673205516
4814,2016,929819142165
4818,"1109,1110",929819142165
4821,2129,558673205516
4822,66,"756372794491,756372794491"
4826,29,"123317730197,958249908971"
4829,2007,"929819142165,958249908971,616554609597,616554609597,497893661469"
4834,2131,"126580655982,996405937084"
4848,684,974609541585
4867,1054,910355213795
4880,1669,"958249908971,888721759330,406194970961"
4883,1669,"245032061699,951313012753,888721759330,467506873802"
4886,78,"737418027113,888721759330,395780866633,489648020796"
4889,511,"245032061699,589867706993,245032061699"
4896,"1655,107,108",314462754950
4902,491,"409371505827,128533184648"
4903,491,651543915251
4913,1762,323273455984
4918,1420,438071472030
4919,2147,"438071472030,616554609597"
4925,1765,"117886705769,426362434662"
4926,1765,126580655982
4928,1765,126580655982
4933,1765,117886705769
4945,223,"958249908971,706302919753,949538583064"
4947,223,"958249908971,823943248698"
4950,1329,"123317730197,645173583380"
4957,854,"756372794491,929819142165"
4961,854,"706302919753,951313012753,368390667456,913175848608"
4965,366,756372794491
4966,854,563388874988
4968,366,706302919753
4969,366,756372794491
4976,208,"438071472030,438071472030,640284426813"
4983,140,929819142165
4985,140,"929819142165,323273455984,888721759330,929819142165"
4987,140,"929819142165,888721759330"
4988,96,"172095131804,448540462163"
4989,96,323273455984
4995,2170,158181543896
4996,834,536320523506
5001,2173,"618355761471,394117657821,616554609597"
5008,1246,"858030157299,616554609597"
5022,"1109,1110,2179",438071472030
5026,2180,801392618851
5031,892,"123317730197,531869172519"
5039,"1109,1110,745","929819142165,426362434662"
5043,367,929819142165
5046,517,756372794491
5050,208,"438071472030,438071472030"
5056,453,"126580655982,812649641749"
5073,531,"929819142165,801392618851"
5074,295,756372794491
5079,80,627759337467
5080,531,"929819142165,756372794491"
5087,1016,563580450746
5088,2199,563580450746
5097,"701,695,257",438071472030
5099,184,323273455984
5100,589,"756372794491,288354675743"
5104,2202,438071472030
5109,2204,563580450746
5112,491,249593721612
5114,2207,"245032061699,368390667456"
5118,953,858030157299
5921,148,163652477464
5123,953,"409371505827,557097932039"
5127,2212,475272494144
5131,2215,929819142165
5134,29,536103849810
5136,228,"929819142165,951313012753"
5143,43,"756372794491,313128132368,863329919180"
5149,1210,783298102704
5151,420,245032061699
5155,256,"438071472030,448540462163,666167540785,497893661469,497893661469"
5162,89,"475272494144,406194970961"
5165,291,755780681559
5171,31,756372794491
5173,31,"756372794491,756372794491"
5190,571,"438071472030,123317730197"
5192,17,438071472030
5195,"2233,2045,2234",929819142165
5199,"2236,2237",529591436048
5210,2241,168459389183
5215,1057,958249908971
5220,"1191,2245",438071472030
5231,2250,696732212733
5232,2251,"696732212733,210396356827"
5257,2257,245032061699
5260,2258,478701691965
5268,2261,971657212338
5270,"228,2044","706302919753,924489435838,951313012753"
5275,33,"563388874988,406194970961"
5277,228,"783298102704,634676158068"
5287,41,517277741262
5289,2265,126580655982
5290,592,858030157299
5305,517,"426362434662,929819142165,426362434662"
5309,517,"706302919753,245143586034"
5310,223,"239675946514,210965998732,383092039780"
5311,262,"448540462163,396287033930"
5315,2275,"438071472030,126580655982"
5322,7,438071472030
5323,"7,634","858030157299,824142047736"
5346,1125,407575456169
5354,368,666328158492
5358,464,996405937084
5361,2288,323273455984
5367,2289,827772977470
5369,2274,"996405937084,996405937084"
5374,29,"498927610170,825147034083"
5382,615,996405937084
6267,74,717899694521
6269,29,"858030157299,261100721749"
6270,"2156,1043",687229846531
5391,2296,"123317730197,951313012753"
5393,"2298,2299",438071472030
5397,2302,858030157299
5400,2302,858030157299
5401,2302,858030157299
5407,29,711917678474
5434,"837,838","929819142165,634676158068"
5437,"837,838,228",438071472030
5439,1669,"245032061699,245032061699"
5441,1669,245032061699
6288,319,717899694521
5444,2310,"929819142165,863329919180,863329919180,750156468469"
5445,2310,929819142165
5448,208,858030157299
5449,2310,"706302919753,929819142165,929819142165"
5452,208,"858030157299,951313012753,928104352141,616554609597"
5456,208,"438071472030,245143586034"
5475,2040,"706302919753,971657212338,923485882084"
5480,31,"426362434662,261672904480"
5486,2324,"123317730197,636545644634"
5487,2325,631559770471
7960,811,563388874988
5495,2310,"929819142165,929819142165"
5499,"592,2331","448540462163,868239522489"
5512,2337,"144838920781,239675946514"
5518,2338,489648020796
5526,615,996405937084
5532,635,563388874988
5544,731,"396287033930,863329919180"
5557,203,396287033930
7435,295,"812649641749,519620315815"
7437,2882,929819142165
7449,444,"355242680870,261672904480"
5567,38,448540462163
5568,38,563388874988
5598,585,812649641749
5599,2356,175682234295
5632,1883,536320523506
5636,1897,323273455984
5645,508,817321833631
5653,443,888721759330
5678,1411,426362434662
5681,"1109,1110","888721759330,756372794491,929819142165"
5690,295,589867706993
7969,"1736,126,408","438071472030,756372794491,426362434662"
5691,679,"123317730197,444873390371"
5694,2383,888721759330
5699,4,"756372794491,783298102704"
5702,2101,426362434662
5707,613,888721759330
5708,365,457524436096
5714,763,858030157299
5722,1201,886093680890
5725,7,"812649641749,812649641749"
5732,2310,"869955988052,426362434662,863329919180"
5736,488,"824142047736,824142047736"
5739,443,888721759330
6350,185,"996405937084,202863342858"
5744,2396,206778660188
5763,1809,213478247449
5767,"5,860",123317730197
5774,398,"210733336914,823943248698,169631732730"
5783,854,888721759330
5792,420,"888721759330,949538583064"
5793,513,971657212338
5796,513,717899694521
5802,2406,888721759330
5803,2105,448540462163
5807,"1109,1110",888721759330
6361,2580,165501917790
5809,"1109,1110",929819142165
7458,212,"951313012753,210733336914"
7477,2711,563388874988
7478,631,756372794491
7481,631,756372794491
7489,731,655438819868
7491,213,355242680870
7495,2898,769573635661
7507,345,756372794491
7515,74,735612117095
11778,367,109358135885
5813,"1109,1110",756372794491
5815,"1109,1110,183",756372794491
5821,"531,17","756372794491,393625365002"
7517,398,750156468469
7521,31,"684877701428,478701691965"
7526,211,"888721759330,210733336914,225666126939"
7975,211,666167540785
7976,2601,902628186976
7977,1669,"888721759330,467506873802,575030670508"
7979,471,"438071472030,169631732730,694996189155,531869172519,653911562158"
7983,"755,916",448540462163
9489,1002,456718678455
5835,1472,800705054080
5836,2414,756372794491
5837,491,109358135885
5854,283,817321833631
5857,183,"694195477658,929819142165"
5866,589,756372794491
5869,"244,2430","618355761471,824142047736"
5875,"2433,2434",265932231836
5879,511,"498927610170,658197689408"
5890,28,756372794491
5897,2440,"888721759330,756372794491,123317730197"
5902,2443,485018581158
7536,29,438071472030
7539,159,438071472030
7544,140,"888721759330,455989312956"
7548,2918,"764118488854,218093200747"
7552,468,"817434891767,949538583064"
7556,631,438071472030
7557,2921,"888721759330,383092039780"
7559,2922,123317730197
7562,196,"669489524419,309842505795,208149793229"
7586,2927,817434891767
7585,648,"974609541585,339931740950"
7981,186,355242680870
9498,43,368390667456
5930,2454,444965182086
5945,367,888721759330
5949,1669,"888721759330,760029738066"
5953,"1326,362",221736714783
5968,798,"888721759330,769929922987"
5988,613,355242680870
5989,613,"144838920781,863329919180"
5992,2470,929819142165
6008,2447,"323273455984,424901071220,424901071220"
6025,223,"353868443200,396287033930"
6037,2485,261672904480
6038,228,783298102704
6039,2485,462346580459
6042,571,"756372794491,438071472030"
6045,"283,2487",756372794491
6056,283,756372794491
6059,283,756372794491
6060,1609,756372794491
6063,228,"756372794491,448540462163"
6067,965,756372794491
6074,1019,249593721612
6086,2499,812649641749
6087,295,756372794491
6090,29,"567839591024,138008228727,636545644634"
6098,228,"929819142165,929819142165"
6099,228,929819142165
6108,552,109358135885
6111,228,756372794491
6118,"695,230",756372794491
6119,247,632616090422
6122,247,"971657212338,123317730197,123317730197,758444174081"
6127,17,756372794491
6131,2510,783298102704
6135,975,"261672904480,929819142165,245032061699,126580655982"
6143,1722,996405937084
7587,468,245032061699
7588,546,"128533184648,636545644634,949538583064,636545644634"
7589,546,"245032061699,195597178821"
7592,2930,769573635661
7595,2931,"175682234295,218093200747"
7603,2930,"413739000844,383092039780"
11780,4256,280468269439
6151,164,"994985901817,245143586034"
6153,185,247037694794
6165,68,731159599603
6189,181,104269135621
6192,"61,347",247037694794
6212,228,"800705054080,653911562158"
6213,228,123317730197
6215,228,756372794491
6221,2531,756372794491
6224,2531,263021605118
6227,2531,756372794491
6259,"768,107,108","411436249746,517134775523"
6292,2554,"353868443200,123317730197,173975302140"
6300,901,"175682234295,245143586034"
6306,2562,756372794491
6308,517,756372794491
6316,517,929819142165
6318,517,929819142165
6319,517,756372794491
6324,66,"756372794491,756372794491"
6327,"679,2567",536103849810
6334,2570,321316551291
6349,"595,2573",500357715903
6352,901,438071472030
6376,29,812649641749
6379,2585,131801535028
6400,211,"827772977470,225666126939"
6401,43,996405937084
6403,1272,753128310892
6411,1669,888721759330
6415,1839,117886705769
6416,354,438071472030
6424,44,"438071472030,123317730197,863329919180,888990630183"
6425,232,245143586034
6443,1019,"249593721612,249593721612"
7985,203,563388874988
6444,957,"994985901817,296272052435"
7611,160,706302919753
7617,2941,769573635661
7618,566,706302919753
7619,566,563388874988
7621,566,563388874988
7622,566,869955988052
7623,2942,"462346580459,951313012753"
7624,419,756372794491
7625,2943,769573635661
6449,1762,971657212338
6446,95,888721759330
6452,2600,756372794491
6453,2600,"971657212338,971657212338"
6457,118,"245143586034,812649641749"
6460,803,"245143586034,245143586034,645173583380"
6461,2605,426362434662
6464,2607,249593721612
6467,"261,622","602884829132,616040736095"
6468,2105,159135092439
6474,"585,2023",221736714783
7632,7,812649641749
6489,"2058,2615",123317730197
6490,442,"438071472030,245143586034,824142047736,261100721749"
6491,"2616,2617",238042137625
6495,262,725695791392
6497,2620,"888721759330,607453494945,899186016280"
6501,2620,563388874988
6503,7,812649641749
6505,2620,888721759330
6517,2627,888721759330
6519,491,812649641749
6522,80,245143586034
7634,2947,175682234295
6525,1825,"245032061699,923485882084"
6527,1825,245032061699
6528,1825,971657212338
6535,2631,"159135092439,175682234295"
6545,2637,"812649641749,758444174081"
6550,211,"245032061699,245032061699"
6563,67,"438071472030,957069255365"
6564,2645,426362434662
6572,2261,"175682234295,645173583380"
6576,1386,"756372794491,951313012753,758079066679"
6578,28,756372794491
7999,196,372828469540
6579,636,"756372794491,288354675743"
6580,636,"929819142165,288354675743"
6584,636,438071472030
6586,28,929819142165
6588,28,929819142165
6593,4,929819142165
6594,631,438071472030
6599,1669,888721759330
6605,224,680101439838
6609,1669,"706302919753,467506873802"
6615,2615,929819142165
6618,2274,996405937084
6630,613,"888721759330,863329919180"
6637,2675,929819142165
6653,"47,48",438071472030
6654,366,498927610170
6659,256,"438071472030,666167540785"
6662,1065,"849733476327,971657212338,309842505795,496854931147"
6674,2040,563388874988
6677,2690,426362434662
6682,2693,"426362434662,426362434662"
7643,756,655438819868
7646,2951,123317730197
6687,262,971657212338
6688,250,958249908971
10862,1,"616554609597,616554609597"
6698,860,869955988052
6703,256,756372794491
6708,631,438071472030
6712,507,"706302919753,756372794491"
6726,571,756372794491
6728,571,438071472030
6748,66,929819142165
6752,66,756372794491
6753,2707,"355242680870,951313012753,951313012753,604665014408"
6762,419,563388874988
7661,2956,165501917790
8096,2618,315631053874
6785,128,332049503008
6787,80,812649641749
6793,1178,245143586034
6795,545,563388874988
7663,80,971657212338
7676,61,655438819868
7683,61,971657212338
7682,61,971657212338
7692,2012,589867706993
7697,"1573,695",438071472030
7701,49,"971657212338,245143586034"
7702,631,563388874988
6813,571,438071472030
6816,1992,"817434891767,245032061699,863329919180"
6818,1669,318509972361
6820,"258,2725",438071472030
6833,2730,"558673205516,964657504129,616554609597,405513968079,616554609597,923485882084,616554609597"
6834,2470,929819142165
6846,2590,563388874988
6852,479,426362434662
6857,2647,"563388874988,869228245033"
6860,126,163652477464
6862,866,"563388874988,949538583064"
6877,"2736,2727",438071472030
6879,4,"971657212338,971657212338"
7703,989,817434891767
7711,2661,438071472030
7716,28,812649641749
7725,2981,636545644634
7727,345,175682234295
7733,351,"500357715903,210733336914,812649641749,500357715903,616554609597,467506873802"
7732,351,996405937084
7735,2984,"817434891767,175682234295"
7748,1781,396287033930
7753,18,812649641749
7754,546,245032061699
7764,2994,175682234295
11796,3477,"202863342858,210965998732,467506873802"
7994,156,"126580655982,225666126939"
8003,17,634676158068
8006,3075,245032061699
8012,3076,971657212338
8011,1090,"844849809695,463689773804"
8013,247,"438071472030,334291829935"
8020,3078,"971657212338,245032061699"
8023,3078,"245032061699,640284426813"
8032,3081,239675946514
8034,2075,971657212338
11797,75,114426911424
8035,2075,"769573635661,764118488854"
8044,79,438071472030
8047,1388,152461457404
8051,228,634676158068
8054,343,636545644634
8056,228,438071472030
8059,975,929819142165
8064,975,971657212338
8069,3088,409371505827
8082,1062,491201620041
11824,4281,636545644634
11826,213,949538583064
11835,4287,910103689624
8116,43,239675946514
8122,426,123317730197
8130,183,756372794491
8132,3110,245032061699
8133,3111,817434891767
8134,3110,245032061699
8140,"3114,3115",381205542744
8142,"687,688",413739000844
8144,676,951313012753
8146,975,368390667456
8167,211,888721759330
8168,354,951313012753
8173,262,409371505827
8174,262,409371505827
8177,507,634676158068
8190,3122,122678901963
8193,343,409371505827
8197,211,869228245033
8202,"228,2044","596020596118,169631732730"
8203,228,706302919753
8206,228,929819142165
8207,228,888721759330
8211,953,"716282150015,438071472030"
8213,511,869228245033
8232,504,817434891767
8234,631,"438071472030,123317730197"
8240,17,"396287033930,210396356827"
8247,507,123317730197
8259,29,817434891767
8266,798,823943248698
8271,511,122678901963
8274,75,210965998732
8279,2229,964657504129
8284,"3146,1398",438071472030
8311,262,888721759330
8312,262,409371505827
8319,566,368390667456
8323,3157,739619745461
8334,3161,245032061699
8336,455,716282150015
8341,3163,929819142165
8346,1609,753128310892
8354,3170,924489435838
8356,29,"140289111734,152751758606"
8361,499,438071472030
8369,"883,3176",316195095367
8372,3178,368390667456
8376,1800,563388874988
8377,7,438071472030
8378,3179,381205542744
8390,935,"666167540785,426362434662"
8393,3186,716282150015
8394,3187,175682234295
8397,225,717899694521
8401,7,438071472030
8412,345,756372794491
8419,"2269,3195",245032061699
8420,546,409371505827
8432,3197,122678901963
8438,1825,"368390667456,368390667456"
8443,748,"706986751636,245143586034,450900851690"
8451,709,"381205542744,312759452298"
8460,636,"634676158068,634676158068"
8464,165,924489435838
8467,2337,368390667456
8468,2337,"239675946514,210965998732"
8476,2659,756372794491
8478,491,409371505827
8488,3211,"896894389979,636545644634"
11841,4289,559725890045
8490,241,817434891767
8492,3213,"426362434662,426362434662"
8495,"52,107,108",716282150015
8496,16,888721759330
8513,3223,140289111734
8538,605,817434891767
8539,585,764118488854
8547,3235,"869228245033,114426911424"
8548,2111,355242680870
8553,961,122678901963
8555,3238,245032061699
8557,3238,245032061699
8586,283,666167540785
8588,948,381205542744
8594,61,589867706993
8596,"262,225",888721759330
8608,251,"122678901963,666167540785"
8609,74,706302919753
8617,7,756372794491
8619,247,"210965998732,999989006991"
8622,"68,17,3254,67",438071472030
8624,224,605301471334
8630,3256,868239522489
8633,417,122678901963
8637,1605,929819142165
8655,2683,"888721759330,426362434662"
8656,571,634676158068
8670,"3273,3274",368390667456
8676,17,634676158068
8683,17,929819142165
8694,3279,365660435784
8710,223,"239675946514,383092039780"
8715,850,716282150015
8719,"3284,1550",245032061699
8726,213,409371505827
8740,613,"888721759330,383092039780"
11846,4291,172095131804
8754,892,812649641749
8761,491,869228245033
8772,836,988947114188
8776,3307,245032061699
8783,3154,"929819142165,396287033930"
8789,1809,210965998732
8795,1825,126580655982
8825,367,769573635661
8827,3327,426362434662
8840,448,355242680870
8849,1067,756372794491
8851,3330,863329919180
8853,308,863329919180
8857,164,175682234295
8858,2105,426362434662
8860,3334,863329919180
8885,228,634676158068
8902,965,739619745461
8908,140,368390667456
8919,1588,284356751435
11857,"482,1221,481,958",616040736095
8928,3358,924489435838
8935,3359,175682234295
8937,213,409371505827
8943,523,239675946514
8956,798,409371505827
8970,178,"175682234295,703614684224"
8979,89,"680101439838,406194970961"
8982,17,756372794491
8986,507,634676158068
11861,4297,206727921604
8989,146,863329919180
8990,3075,631559770471
9000,31,"210965998732,210965998732"
9009,"647,290",284356751435
9010,571,634676158068
9016,497,964657504129
9018,3389,634676158068
9029,2377,"666167540785,210965998732,666167540785"
9031,989,817434891767
9043,3396,910103689624
9044,28,"563388874988,393625365002"
9045,28,448540462163
9049,28,888721759330
9053,28,756372794491
9054,28,888721759330
9055,28,756372794491
9056,28,756372794491
9057,28,"888721759330,448540462163"
9058,28,756372794491
9059,28,756372794491
11869,4300,910103689624
9060,28,756372794491
9070,"3049,3050",368390667456
9083,1217,"315631053874,315631053874,812649641749"
9084,28,812649641749
9086,3402,245032061699
9096,3407,"381205542744,202863342858,202863342858"
9102,3408,612248565815
9104,126,756372794491
9117,488,883913356047
9125,160,472558623157
9129,17,"756372794491,634676158068"
9136,3251,175682234295
9152,496,"355242680870,315631053874"
9161,3422,"996405937084,996405937084"
9176,3426,817434891767
9178,1067,756372794491
9179,"33,3427",616554609597
9192,3431,413739000844
9193,627,472558623157
9203,3111,817434891767
9213,3436,442640095315
9226,856,964657504129
9230,17,634676158068
9527,523,817434891767
9235,98,"929819142165,409769291691,225666126939,113340019300,557097932039"
9237,819,896894389979
9242,834,"951313012753,424901071220"
9270,184,951313012753
9285,731,475272494144
9287,3457,863329919180
9291,134,616554609597
9295,213,"929819142165,245143586034"
9299,2682,817434891767
9300,308,355242680870
9301,"408,636",929819142165
9302,"3460,3213",368390667456
9311,165,472558623157
9313,3192,636545644634
9322,1643,218093200747
9326,3464,"863329919180,863329919180"
9327,3464,924489435838
9328,182,764118488854
9334,28,756372794491
9336,494,"313128132368,450900851690"
9344,17,"634676158068,634676158068"
9350,29,218093200747
9353,"3473,398",313128132368
9359,126,"756372794491,924489435838,951313012753"
9366,140,888721759330
9376,879,313128132368
9384,702,313128132368
9392,2214,817434891767
9395,"228,66",756372794491
9400,228,634676158068
9404,1137,"313128132368,703614684224,703614684224"
9405,1568,"313128132368,868239522489"
9406,1137,823943248698
9413,3494,717899694521
9536,3536,869955988052
9418,366,756372794491
9426,1809,996405937084
9427,1809,996405937084
9435,43,"863329919180,863329919180"
9438,443,863329919180
9444,443,"888721759330,863329919180"
9452,3504,126580655982
9453,89,"996405937084,812649641749"
9454,75,"812649641749,812649641749,208149793229"
9455,571,929819142165
9462,262,812649641749
9625,351,165501917790
9490,2605,863329919180
11874,3979,175682234295
11893,4310,616554609597
11907,4317,158358714146
12179,3396,388631927962
12186,313,315631053874
12189,1140,570005420261
12191,4415,543878232429
12215,166,890294665745
12223,4426,162342107260
9505,2242,123317730197
9509,3529,709960603219
9515,826,929819142165
9519,3125,"919921832270,158358714146"
9520,"2977,269,3531,3532",325576598738
11910,989,750156468469
11916,507,263021605118
11928,4325,996405937084
11934,4222,202863342858
12229,508,126580655982
12240,854,"851580872021,248275867936,951313012753,497893661469"
12250,1722,996405937084
9539,3537,812649641749
9547,965,"242725736100,396287033930"
9558,"3542,747","631346754147,631346754147"
9559,75,"442640095315,964657504129"
9560,225,863329919180
9574,605,817434891767
9579,147,325576598738
9588,454,"996405937084,703614684224"
9592,250,210733336914
9603,3558,888721759330
9605,233,"563388874988,863329919180"
9621,146,"888721759330,368390667456,811016051328"
9622,887,313128132368
9642,2310,"869955988052,923485882084"
9643,228,634676158068
9645,613,"888721759330,863329919180,863329919180"
9648,92,812649641749
9655,855,996405937084
9672,1916,"797686213271,396287033930"
9687,1067,812649641749
9693,855,959078742794
9709,491,863329919180
9711,1038,812649641749
9720,3590,863329919180
9728,613,"863329919180,863329919180"
9736,613,863329919180
9738,3602,863329919180
9746,3605,863329919180
9758,"837,838,3613",210965998732
9762,592,332049503008
9764,228,634676158068
11939,731,"636545644634,216743486564"
11943,4332,863329919180
9775,1753,863329919180
9779,"3620,3621,3622",961890638160
9788,164,"245143586034,152142976299"
9789,165,812649641749
9793,3626,381205542744
9796,233,863329919180
9806,241,"863329919180,863329919180"
9808,126,634676158068
9811,61,381205542744
9819,520,"636545644634,769528542041"
9827,3637,394117657821
9829,3638,165501917790
9837,2075,863329919180
9841,299,863329919180
9842,3643,"863329919180,863329919180"
9844,3604,817434891767
9846,3645,764118488854
9849,1558,951313012753
9855,"3647,3648",636545644634
9866,366,126580655982
9868,211,245032061699
9876,43,812649641749
9885,2169,916532885936
10012,165,812649641749
9892,126,"888721759330,951313012753"
9895,1703,175682234295
9912,"390,335,323",812649641749
9916,2730,964657504129
9918,"837,838",634676158068
9929,566,368390667456
9939,3670,758079066679
9940,126,634676158068
9941,17,634676158068
9955,3676,716282150015
9961,636,706302919753
9981,165,924489435838
9988,224,563388874988
11960,291,210965998732
11963,3838,"949538583064,486438530862"
11969,4222,202863342858
11986,319,496854931147
11995,"270,1298",218093200747
11997,58,812649641749
11999,57,"202863342858,348461817543"
12006,2645,863329919180
12012,3227,424404007728
12014,29,450466551137
12016,"86,256",496854931147
10027,575,175682234295
10029,593,239675946514
10032,2406,"888721759330,169631732730"
10038,856,396287033930
10044,504,607453494945
10046,3699,684877701428
10049,3702,817434891767
10060,200,355242680870
10063,613,607453494945
10068,178,"636545644634,636545644634"
10074,724,636545644634
10076,520,"636545644634,769528542041"
12385,4455,225666126939
10078,183,706302919753
10097,3717,572264010876
10100,"228,66",706302919753
10108,575,239675946514
10118,290,837136053942
10124,4,426362434662
10129,3724,"426362434662,863329919180"
10131,3113,704473490741
10136,164,245143586034
10140,4,706302919753
10141,826,924489435838
10146,"3727,374",245032061699
10148,592,"919921832270,172095131804,616554609597"
10153,613,"607453494945,175339198285"
10156,2887,472558623157
10163,28,812649641749
10164,1732,489825954980
10165,1713,616554609597
10169,228,924489435838
10176,7,396287033930
10187,228,634676158068
10199,531,645785362450
10211,3749,769573635661
10216,232,812649641749
10222,80,"616554609597,616554609597,616554609597"
10227,1049,498927610170
10229,3750,636545644634
10246,"2943,3040,3754",218093200747
10252,2620,888721759330
10262,1217,"315631053874,315631053874"
10261,3760,472558623157
10267,"207,107,108",618355761471
10271,433,868239522489
10272,3764,426362434662
10277,"1109,1110",951313012753
10284,488,764118488854
10295,299,863329919180
10303,3773,863329919180
10316,75,919921832270
10321,965,426362434662
10323,29,165501917790
10332,1669,888721759330
10333,2792,396287033930
10334,433,868239522489
12028,"1732,892",636545644634
10373,3787,812649641749
10374,1438,175682234295
10389,68,396287033930
10397,"1558,216",824142047736
10399,126,951313012753
10411,1741,502231921744
10424,2201,"123317730197,957069255365"
10427,1398,604665014408
10440,"325,107,108",716282150015
10446,1485,863329919180
10450,566,"706302919753,913175848608"
10458,138,368390667456
10473,164,245143586034
10477,156,835487103963
10499,507,924489435838
10500,507,924489435838
10502,872,159790379354
10516,1762,396287033930
10521,300,666167540785
10531,3835,368390667456
10532,679,175682234295
10539,1676,817434891767
10561,29,498927610170
10564,1972,"563580450746,472558623157,616554609597,869395596643"
10565,3843,413739000844
10567,164,764118488854
10568,3846,"218093200747,676459936481"
10571,953,159790379354
10572,1217,315631053874
10575,1217,"315631053874,812649641749"
10579,517,"888721759330,951313012753"
10581,2970,996405937084
10582,2798,869955988052
10597,2377,210733336914
10601,3851,332049503008
10609,3854,426362434662
10611,3855,"863329919180,863329919180"
10618,2310,"706302919753,486438530862"
10622,571,596020596118
10623,126,634676158068
10637,870,426362434662
10649,3702,454324075418
10652,1825,257206398811
10653,1825,563388874988
10670,2326,764118488854
10672,343,929819142165
10673,1809,863329919180
10688,2730,964657504129
10693,1054,"616554609597,616554609597"
10702,224,812649641749
10703,44,868239522489
10705,935,863329919180
10716,126,929819142165
10717,3887,716282150015
10719,593,801392618851
10725,3447,531129283270
10727,3457,863329919180
10728,3457,863329919180
10733,3892,863329919180
10734,3893,868239522489
12034,517,"426362434662,426362434662,450900851690,406194970961"
12043,244,867935070956
12053,4366,388631927962
10735,313,"368390667456,689317362970"
10736,"2242,2243",540859075517
10755,297,210965998732
10764,80,858030157299
10766,"161,162",949538583064
10787,3905,863329919180
10793,1191,"616554609597,616554609597,175682234295"
10800,507,868239522489
10804,417,390467359333
10810,1772,315631053874
12060,4368,388631927962
12090,4377,"424901071220,424901071220"
10820,3913,863329919180
10823,3227,472558623157
10827,228,812649641749
10828,2214,863329919180
10834,228,951313012753
10845,7,812649641749
10849,3925,"604665014408,424901071220,113340019300"
10852,3927,863329919180
10857,3928,396287033930
10868,468,"949538583064,949538583064"
10870,996,604665014408
10882,208,"825147034083,202863342858"
10896,3935,812649641749
10920,75,396287033930
